Track,Artist,Spotify Streams,Spotify Popularity,Spotify Playlist Count,TikTok Posts,TikTok Likes,TikTok Views,Track Score,All Time Rank
Surface Pressure,Jessica Darrow,318018082,65.0,41062,103897,128850291,1100134488,43.2,1204
Praise God,Kanye West,451323154,67.0,143071,1232812,540795852,4707280248,43.1,1208
El Azul,Junior H,684103586,76.0,42304,433800,68202730,622470844,43.1,1206
EARFQUAKE,"Tyler, The Creator",962546385,76.0,198786,55093,46126757,247993418,43.1,1207
Ya Supï¿½ï¿½rame (En V,Grupo Firme,347218974,57.0,34933,163723,31953097,394751759,43.0,1210
if u think i'm pretty,Artemas,219995278,78.0,26538,277500,83793501,561266399,43.0,1212
Fin de Semana,Oscar Maydon,568846143,76.0,38126,4469,2225214,19351144,43.0,1211
My Oh My (feat. DaBaby),Camila Cabello,703865912,68.0,78873,1434048,288727576,2298790080,42.9,1218
Forever After All,Luke Combs,472886929,70.0,66543,412458,53390196,454676514,42.9,1217
123 Song,D Billions,628692,23.0,98,458,12632,669921,42.9,1214
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,578061816,67.0,190490,180506,25346506,259813719,42.9,1213
Numb,Marshmello,401066217,69.0,70661,420,8253,172191,42.9,1219
Ojapiano,KCee,27444985,56.0,8182,2000000,36069120,619648663,42.8,1222
Area Codes,Kaliii,228240866,68.0,33819,431192,122679145,1249845764,42.8,1220
Medallo,Blessd,452087681,65.0,66494,244300,59474554,754567803,42.8,1224
Domingo Abacaxi Flamingo,Bolofofos,12933566,51.0,1887,79148,1732260,40068889,42.8,1221
Riptide,Vance Joy,2541833602,80.0,369150,856131,383809767,3108986398,42.8,1223
Ch y la Pizza,Fuerza Regida,511421362,75.0,37923,68003,17455943,204148897,42.7,1230
In Ha Mood,Ice Spice,190126590,63.0,39734,924557,175869184,1435693104,42.7,1234
ALL MINE,Brent Faiyaz,315014005,71.0,61987,129260,51356427,366123920,42.7,1232
Let Me Know (I Wonder Why Freestyle),Juice WRLD,503584339,72.0,126610,204105,22035785,126546185,42.7,1231
The Night We Met,Lord Huron,2097181065,84.0,286668,451668,239330349,1722597041,42.7,1226
Playa Del Inglï¿½,Quevedo,347558532,67.0,68744,99164,14984269,323188246,42.7,1227
Talk,Yeat,242057987,67.0,77898,46710,13919189,109453452,42.7,1229
Kya Loge Tum,B Praak,89701636,57.0,2561,22300,649330,15339768,42.6,1238
Nonstop,Drake,1118459427,71.0,175188,1703073,223929731,2167216619,42.6,1239
LOVE DIVE,IVE,397988770,69.0,28165,204227,219351151,1878718115,42.5,1243
Go Stupid,Polo G,416388749,69.0,112485,248954,151447909,940333420,42.5,1241
POPSTAR (feat. Drake),DJ Khaled,712664065,63.0,165234,257346,28205851,247613041,42.4,1247
Lovesick Girls,BLACKPINK,561712007,65.0,40766,578093,95381031,694367550,42.4,1248
Solo (feat. Demi Lovato),Clean Bandit,1042065058,64.0,114049,7280799,217591835,3283690900,42.4,1246
Una Vida Pasada,Camilo,50955386,81.0,2952,11400,3726119,40019764,42.4,1249
Steven Universe,L.Dre,54104852,50.0,14464,10501056,2714697966,22902123485,42.4,1245
Corazï¿½,Maluma,598040653,64.0,52952,37943,11651047,44176203,42.3,1251
Fantasias,Rauw Alejandro,663578551,67.0,76919,264337,14860378,121300058,42.3,1253
Am,Nio Garcia,361357607,57.0,70546,1100094,123820134,1087148231,42.2,1257
Te Lo Agradezco,Kany Garcï¿½,169162533,73.0,9016,30483,1140777,22480064,42.2,1258
PLEBADA,El Alfa,148677837,65.0,17100,1567,35439,724569,42.2,1260
Marea (Weï¿½ï¿½ï¿½ve Lost Da,Fred again..,336943720,71.0,191372,31989,11683008,155341425,42.2,1259
Fall In Love,Bailey Zimmerman,262185115,71.0,47288,47803,14280562,149251921,42.2,1262
Cupid,FIFTY FIFTY,212084990,37.0,34632,159346,66491755,543360467,42.2,1256
Waiting For Love,Avicii,1397975653,74.0,205128,1175137,19503025,154837616,42.1,1263
BOMBï¿½,Daddy Yankee,129335327,60.0,27681,2800000,211713881,2692316483,42.0,1272
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,352955079,68.0,108705,39265,21216408,177512619,42.0,1271
Mo Bamba,Sheck Wes,1056346890,71.0,198581,1043308,86359858,1247183383,42.0,1266
Bank Account,21 Savage,1150653471,70.0,195032,909432,91295431,812215684,42.0,1267
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,939627795,87.0,67381,47277,42074581,265186570,42.0,1269
Get You The Moon (feat. Snï¿½ï,Kina,1020435750,69.0,157944,4868621,2193688729,21650351404,42.0,1270
Never Felt So Alone,Labrinth,269669185,67.0,44019,581320,71546908,531883271,41.9,1275
Heather,Conan Gray,1675083208,80.0,191604,564728,142804065,755895289,41.8,1276
Come & Go (with Marshmello),Juice WRLD,959313617,71.0,180366,162507,9358347,37813204,41.8,1277
Love Again,Dua Lipa,665464734,67.0,90805,100817,29557917,296169569,41.7,1279
Bï¿½ï¿½cane - A COLORS ,Yamï¿,120595666,69.0,37922,19000,98120656,730008954,41.7,1280
Giving Me,Jazzy,150463218,67.0,44298,98700,19724036,275361521,41.6,1284
What Do You Mean?,Justin Bieber,1599742798,74.0,137106,52164,21325500,155713369,41.6,1282
Bailando - English Version,Enrique Iglesias,218205900,50.0,28233,15933,7120449,81433215,41.5,1289
TV,Billie Eilish,572602278,76.0,80064,11434,17523049,104843270,41.5,1285
Tiroteo - Remix,Marc Seguï¿,654941874,75.0,83163,97077,17542951,187609192,41.5,1288
pushin P (feat. Young Thug),Gunna,368155242,65.0,125521,3477,2277982,17698609,41.4,1291
Take Me to Church,Hozier,2544489950,78.0,238611,107362,35030283,261203495,41.4,1293
It's You,Ali Gatie,1123039235,72.0,140766,653947,81833797,590573342,41.4,1292
Love Lee,AKMU,72468277,65.0,10736,578162,105772835,1060502179,41.4,1294
Venom - Music From The Motion Picture,Eminem,788282679,68.0,139716,979801,566011362,5580305533,41.4,1290
Basit Numaralar,Zerrin ï¿½ï¿,57370965,58.0,7149,203800,7122446,297307993,41.3,1299
Karma,Taylor Swift,777305444,75.0,47435,219236,112157506,937766809,41.3,1297
The Painter,Cody Johnson,107754524,66.0,16004,52374,6216569,53554260,41.3,1298
Vista Al Mar,Quevedo,511726944,68.0,74845,91068,14320250,193905770,41.2,1303
All The Stars (with SZA),Kendrick Lamar,1638529683,82.0,207686,39792,33196158,211875110,41.2,1304
X (feat. Future),21 Savage,581220786,65.0,115125,80,4912,98210,41.2,1302
Passionfruit,Drake,1625307365,77.0,288559,185316,144066647,907498533,41.1,1309
Like Crazy,Jimin,1165398518,84.0,16425,20340,5827931,25133495,41.1,1308
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,1662288901,75.0,129306,171618,1982231,6028763,41.1,1312
What It Is (Solo Version),Doechii,308738277,70.0,38674,772763,103987020,1174579945,41.1,1311
Bad and Boujee (feat. Lil Uzi Vert),Migos,936450891,66.0,173279,2682279,45438518,288759827,41.1,1307
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,706158416,65.0,87667,1069767,28595817,233419445,41.1,1313
Soak City (Do it),310babii,128855739,65.0,26723,599910,159054107,1598512701,41.1,1310
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,560691819,65.0,166545,28912,11579283,79349687,41.0,1319
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,1663491433,52.0,49556,21605,7776168,60584088,41.0,1318
Woah (feat. D3Mstreet),KRYPTO9095,92985109,45.0,21725,10646410,829818450,9273764020,41.0,1315
Wrecking Ball,Miley Cyrus,930004605,73.0,113036,735137,110364036,1460975398,41.0,1316
Stuck with U (with Justin Bieber),Ariana Grande,1120501187,73.0,116269,273464,84906720,561421880,40.9,1321
she's all i wanna be,Tate McRae,452628341,71.0,58658,47261,27518167,230696336,40.8,1324
Oh My God,Adele,562200390,68.0,66469,53453,28692207,324045421,40.8,1327
iSpy (feat. Lil Yachty),KYLE,960430911,64.0,121478,3216574,49211923,318342595,40.8,1325
I AM,IVE,269067890,71.0,20356,103447,53293582,473159481,40.8,1326
Midnight Sky,Miley Cyrus,629372240,66.0,86326,59565,33434126,286126363,40.8,1323
Andrea,Bad Bunny,432885913,71.0,51912,575000,152132878,1232405599,40.7,1335
Ric Flair Drip (with Metro Boomin),Offset,1506766477,80.0,257640,29826,16735833,127112835,40.7,1338
Dï¿½ï¿½,Teya Dora,125289731,65.0,25929,311288,69237529,855679980,40.7,1332
Going Bad (feat. Drake),Meek Mill,1189579197,73.0,190095,270611,150299860,1545417106,40.7,1330
Safaera,Bad Bunny,868744690,70.0,116275,1386728,112367323,989597627,40.7,1331
Baby,Justin Bieber,952635214,76.0,136655,247185,131384412,1174409085,40.7,1337
On BS,Drake,253540951,67.0,82934,144311,72901216,494336128,40.7,1333
Love Again,The Kid LAROI,215466975,62.0,44476,21208,3567265,65897455,40.6,1342
LAGUNAS,Peso Pluma,301396080,74.0,23886,133500,29951984,232731548,40.6,1339
Narcotics (with Bryant Myers),Dei V,154018930,73.0,23281,116800,23928767,207698391,40.6,1344
24K Magic,Bruno Mars,1425996809,77.0,175419,3667431,115712320,968641395,40.6,1340
The Feels,TWICE,431638330,66.0,43727,641703,351794036,2323894242,40.5,1346
Someone Like You,Adele,1925879064,75.0,211527,102404,46563916,401049702,40.5,1345
Oh U Went (feat. Drake),Young Thug,112624663,64.0,43943,6483,3366841,39562107,40.5,1347
High Fashion (feat. Mustard),Roddy Ricch,538059363,65.0,113736,2182462,175055656,1413496668,40.3,1351
We Paid (feat. 42 Dugg),Lil Baby,417634388,68.0,128536,122679,24869947,174604275,40.3,1353
Boss Bitch,Doja Cat,878349171,70.0,126275,1243962,497520292,3582425112,40.3,1352
Ballena,Vulgo FK,174583156,66.0,28303,40600,14352909,181541988,40.3,1354
Locked Away (feat. Adam Levine),R. City,990518773,75.0,143056,222164,48742043,348767238,40.3,1355
Tal Vez,Paulo Londra,751585271,67.0,75691,445243,23744405,173903141,40.3,1350
the remedy for a broken heart (why am I so in love),XXXTENTACION,959078765,69.0,142939,1310523,96702547,955370530,40.2,1359
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,730200775,71.0,93856,41956,7430636,79067338,40.2,1362
Cynical,twocolors,112737954,41.0,20339,1691,12949,119315,40.2,1363
Robarte un Beso,Carlos Vives,658225560,72.0,53101,77800,7565426,79388652,40.2,1361
Vida Gangster,Lauty Gram,105604106,56.0,20571,1776600,145856351,1721191403,40.2,1358
For My Hand (feat. Ed Sheeran),Burna Boy,264048274,65.0,62386,730640,21294580,377028109,40.1,1366
Cowgirls (feat. ERNEST),Morgan Wallen,266560481,81.0,31680,47800,8320521,103569548,40.1,1371
'Til You Can't,Cody Johnson,258769609,68.0,48619,91112,11065564,116117655,40.1,1364
You Got It,Vedo,378584974,64.0,56415,6285147,663072442,5568445890,40.1,1367
LDR,Shoti,37027643,57.0,5646,74737,5398232,70116244,40.1,1365
"Kaavaalaa (From ""Jailer"")",Shilpa Rao,94518210,61.0,5151,85339,4825083,100368952,40.0,1373
Me or Sum (feat. Future & Lil Baby),Nardo Wick,169074195,59.0,77071,79231,28448143,214484764,40.0,1374
You're Welcome,Dwayne Johnson,551115166,66.0,57721,111892,49656709,392249223,40.0,1372
LA NOCHE DE ANOCHE,Bad Bunny,990189999,71.0,120639,183400,27563213,229672086,39.9,1376
Billete Grande (En Vivo),Fuerza Regida,309329645,68.0,30705,186700,36054151,375768071,39.9,1377
Royals,Lorde,1232502989,73.0,163195,66399,21267910,198680803,39.8,1386
Charm,Rema,111124873,65.0,35929,266204,24751762,291086000,39.8,1387
Mon Amour - Remix,zzoilo,689939531,72.0,101479,1267200,172282438,1903513450,39.8,1381
Adan y Eva,Paulo Londra,915772593,70.0,85897,405778,13302015,107834415,39.8,1383
No Lie,Sean Paul,1162659862,76.0,180669,1238811,118826179,1580838186,39.8,1384
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,226109929,66.0,11941,62,997,19132,39.8,1379
The Astronaut,JIN,422186660,79.0,12509,309947,60752690,296725035,39.8,1382
Gogo Dance,El Alfa,122568157,64.0,29662,2465021,817858920,9097455103,39.8,1385
Komang,Raim Laode,329763216,70.0,16110,2849800,293982530,3870057710,39.8,1378
The Spectre,Alan Walker,428110164,67.0,67602,2369610,157496340,1924971468,39.7,1395
DARARI,TREASURE,224285122,63.0,23891,3250466,181066454,1829158410,39.7,1396
Ferxxo 100,Feid,444613276,73.0,56678,115997,13349051,179088549,39.7,1392
Shower,Becky G,809840469,73.0,110573,11713354,356438722,2999189391,39.7,1390
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,325902688,70.0,119047,72700,15284294,127015419,39.7,1389
Chatak Matak,Renuka Panwar,24806000,54.0,1588,677800,3453758,95059447,39.7,1391
Cooped Up (with Roddy Ricch),Post Malone,327011836,62.0,76622,40813,17826536,258017332,39.6,1401
FRIENDS,Marshmello,1436709386,70.0,148480,4146562,86991331,930637366,39.6,1399
FINA,Bad Bunny,226576178,78.0,32219,4562,10845422,92737977,39.6,1398
3:15 (Breathe),Russ,303510160,72.0,72865,2651150,208703319,2457741991,39.5,1406
Love Me Again,V,626153696,82.0,13455,213624,54975210,335526234,39.5,1402
Down Under (feat. Colin Hay),Luude,315606874,60.0,125064,138126,79193751,952538696,39.5,1403
Like That (feat. Gucci Mane),Doja Cat,510302007,66.0,74416,2547877,236793401,1918118365,39.5,1405
Control,Zoe Wees,457848626,66.0,81641,1084078,222895441,1783816089,39.5,1407
Push Up - Original Mix,Creeds,83801298,58.0,78156,28000,10568923,162010933,39.4,1409
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,856908437,71.0,163911,588686,210711962,2116323580,39.4,1411
Goosebumps - Remix,Travis Scott,767502068,70.0,142094,176005,43689472,505442832,39.4,1410
Die For You,Joji,363300065,71.0,74276,119854,41196230,352701529,39.4,1412
SC-9,Yahir Saldivar,63296147,64.0,2994,182100,1797826,19883744,39.3,1415
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,fun.,1143172586,72.0,216588,126524,40627736,302798025,39.3,1414
My Head & My Heart,Ava Max,518293446,69.0,72376,64895,9248105,76367154,39.3,1413
Deep End,Fousheï¿,277505000,56.0,76388,4256904,332625712,3120170735,39.2,1417
Mi Bello Angel,Natanael Cano,349522530,76.0,23359,8095,9061160,55484022,39.1,1421
Si Veo a Tu Mamï¿,Bad Bunny,817199682,70.0,92013,260300,72202454,555577986,39.1,1423
1-800-273-8255,Logic,1332154389,67.0,155866,472428,26348380,176473936,39.0,1427
After Hours,The Weeknd,942637026,75.0,146801,93883,65547896,663247978,39.0,1424
The Middle,Zedd,1503269550,72.0,135666,150455,11239779,92310567,38.9,1432
Pompeii,Bastille,1590278292,71.0,259895,228568,72385788,587669621,38.9,1434
Hymn For The Weekend - Seeb Remix,Coldplay,652636187,62.0,66904,63700,14723222,176024075,38.9,1429
Lonely (with benny blanco),Justin Bieber,820172575,66.0,119464,42444,26272592,261554607,38.9,1431
Hold On,Justin Bieber,749776475,65.0,98447,48025,27478023,250017692,38.9,1433
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,2397109372,74.0,287524,202552,75080554,715739402,38.9,1430
I Like It,Cardi B,1624314065,72.0,175421,1382427,103052825,1060409911,38.8,1439
8 Parche,Baani Sandhu,96829196,58.0,9383,3510631,56260142,840026921,38.8,1436
THANK GOD,Travis Scott,159483318,68.0,53828,2957,360654,3252732,38.8,1440
Home,Edith Whiskers,382143321,65.0,98433,3427248,1773657538,12626614888,38.8,1441
The London (feat. J. Cole & Travis Scott),Young Thug,729825680,62.0,155380,33462,5970654,63035109,38.8,1438
Si Te Pudiera Mentir,Calibre 50,497062969,69.0,39746,666400,63170710,774581354,38.7,1444
Tell Em,Cochise,499262863,70.0,156928,210388,100113236,685647449,38.7,1442
Close Eyes,DVRST,495840131,70.0,118862,449015,241463961,2643309542,38.6,1448
Please Me,Cardi B,551035247,70.0,58065,419566,38208611,244717002,38.6,1449
El Hijo Mayor,Junior H,357445095,71.0,30881,237800,53362153,717809876,38.6,1450
LA FAMA,ROSALï¿½,459476092,69.0,79169,55272,38358977,399821879,38.5,1453
TIL FURTHER NOTICE,Travis Scott,133152051,71.0,55843,2927,964979,7150381,38.5,1451
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",J Balvin,347951927,61.0,60696,26000,6485132,91298035,38.5,1454
LOKERA,Rauw Alejandro,656416971,75.0,74344,293693,109562958,1039707434,38.5,1452
cardigan,Taylor Swift,1307283069,80.0,94169,1470630,374412871,2941268049,38.4,1458
See You Again (feat. Kali Uchis),"Tyler, The Creator",1610423351,84.0,283537,265876,153478678,832654007,38.4,1456
Amanece,Anuel AA,784096553,77.0,80071,78500,8119129,98951834,38.4,1457
LA INOCENTE,Mora,736983718,76.0,92256,343800,74611902,559279404,38.4,1461
Chicago Freestyle (feat. Giveon),Drake,763384135,72.0,200270,1215,958715,5371997,38.3,1462
Johnny Dang (with Paul Wall & DRODi),That Mexican OT,128049237,68.0,42334,88738,19391143,184180412,38.3,1466
S-Class,Stray Kids,207857363,70.0,14268,237706,290304541,1571240092,38.3,1465
GASLIGHT,INJI,17756452,48.0,8421,4400171,260882262,5068567775,38.3,1463
Die Young (feat. 347aidan),Sleepy Hallow,245406516,60.0,75951,40000,11956224,85005540,38.3,1464
Vente Pa' Ca,Ricky Martin,613961293,66.0,57564,291135,59964525,416104248,38.2,1467
Can't Tame Her,Zara Larsson,159051363,62.0,31456,322832,13209435,214685378,38.2,1473
VIBEZ,DaBaby,432315500,59.0,95756,5017600,146241546,1119929038,38.2,1470
I Don't Fuck With You,Big Sean,781790448,67.0,135134,174375,21153140,186021426,38.2,1475
Se Grita,Morad,142131977,69.0,47009,137704,28652947,274170598,38.2,1474
HYAENA,Travis Scott,137071285,68.0,47247,2104,740328,5731192,38.2,1468
KICK BACK,Kenshi Yonezu,360816226,70.0,61627,242682,120113199,1353881739,38.2,1469
Truth or Dare,Tyla,91143676,77.0,13407,629,8970312,95419062,38.1,1480
Just the Way You Are,Bruno Mars,2099862852,79.0,233719,372986,48743057,411934018,38.1,1477
Rasputin,Majestic,613000788,73.0,152363,523,88996,1560809,38.1,1481
If the World Was Ending - feat. Julia Michaels,JP Saxe,1145402792,69.0,134427,775324,147160931,947802755,38.1,1483
"How Far I'll Go - From ""Moana""",Alessia Cara,740261910,58.0,49852,6680,5148211,26579876,38.1,1476
ýýýýýýýýýýýý,Hoshimachi Suisei,21255074,70.0,1754,477,553713,5326500,38.1,1482
Heartless,The Weeknd,975754682,73.0,137196,52181,30592047,210080661,38.0,1486
Upa Cavalinho,Galinha Pintadinha,13615330,49.0,1140,201540,6854117,112054234,38.0,1485
Mirrors,Justin Timberlake,1047154254,74.0,168622,912741,259542276,2060063173,38.0,1487
we fell in love in october,girl in red,1034272727,77.0,201381,2469242,313991722,2226783393,38.0,1490
Sorry Not Sorry,Demi Lovato,1156601592,67.0,78398,1711789,39636079,278587450,38.0,1489
Where Did You Go? (feat. MNEK),Jax Jones,389547230,70.0,65208,20557,6446277,124607839,38.0,1488
The Lazy Song,Bruno Mars,950810060,72.0,151801,1646512,89468350,852185637,37.9,1496
Sex Sounds,Lil Tjay,413974601,69.0,110016,1100476,57769616,438050984,37.9,1495
Despuï¿½ï¿½s de la P,Bad Bunny,542751537,71.0,67763,228878,87866614,803525888,37.9,1493
Asiwaju,Ruger,108133711,18.0,34390,1000047,13992725,173486714,37.9,1498
Sticky,Drake,253177498,66.0,83779,141579,62240027,612598555,37.9,1492
Mahiye Jinna Sohna Slowed + Reverb,Darshan Raval,1843453,35.0,311,2000000,13668109,236654614,37.9,1502
Centuries,Fall Out Boy,1184571362,75.0,180715,200505,28001951,254037168,37.9,1501
What Makes You Beautiful,One Direction,1265397717,80.0,175809,102425,69075817,437246025,37.9,1494
Sweetest Pie,Megan Thee Stallion,359563711,64.0,50913,9283,3216719,35564746,37.9,1500
Reggaetï¿½ï¿½n Lento (Baile,CNCO,738438810,67.0,65613,655030,19223955,149891612,37.9,1497
GMFU (w/ 6arelyhuman),Odetari,199444237,72.0,31285,137100,26294743,178981870,37.8,1503
SKITZO,Travis Scott,97901897,66.0,49313,214,42159,540963,37.8,1513
Niï¿½ï¿½a Bo,Feid,237741410,61.0,39503,314300,33678445,411538350,37.8,1508
SkeeYee,Sexyy Red,96289114,67.0,24566,522400,159504238,1094402576,37.8,1510
The Git Up,Blanco Brown,346783267,61.0,70080,1270685,229456717,2139750734,37.8,1506
Beautiful Crazy,Luke Combs,828103564,77.0,83834,276496,13757610,122040522,37.8,1511
Lover,Taylor Swift,1413268808,81.0,104435,400078,142555742,921980357,37.8,1507
Follow You,Imagine Dragons,412887321,65.0,69959,50526,14717696,155388095,37.8,1514
ýýýýýýýýýýýýýýýýýýýýýýýý,Ptrp Studio,13219831,45.0,3136,4118069,292998461,3165914733,37.8,1515
Por las Noches,Peso Pluma,541105655,43.0,34793,183100,68355371,616205518,37.8,1509
Body Like A Back Road,Sam Hunt,874864898,66.0,78015,252414,1148124,12493072,37.7,1520
Best Part (feat. H.E.R.),Daniel Caesar,1362614026,79.0,183645,619185,116244737,854742783,37.7,1516
Set Fire to the Rain,Adele,1595514674,77.0,186319,905837,343302209,3469644756,37.7,1518
Worth It,Fifth Harmony,815946405,67.0,94852,494040,92873241,1277991912,37.7,1517
Malvadï¿½ï¿,Xamï¿,270364614,56.0,37002,1506394,207424238,2428164682,37.6,1527
2 Be Loved (Am I Ready),Lizzo,335194737,62.0,36991,116231,87255462,1189348894,37.6,1525
